Id,TagName,Count,ExcerptPostId,WikiPostId,IsModeratorOnly,IsRequired
"1303","symfony","68","13690","13689","",""
"1305","genéricos","133","9336","9335","",""
"1306","collection","77","52176","52175","",""
"1307","active-record","54","28034","28033","",""
"1312","asp.net-membership","11","","","",""
"1313","select","825","20802","20801","",""
"1314","sharepoint","44","8871","8870","",""
"1316","grid","124","27585","27584","",""
"1317","javadoc","11","27557","27556","",""
"1320","header","94","","","",""
"1321","contexto","9","","","",""
"1323","bbcode","3","9019","9018","",""
"1325","atualização","52","41246","41245","",""
"1326","flot","9","","","",""
"1331","slider","69","","","",""
"1332","submenu","39","","","",""
"1335","raspberry-pi","55","112429","112428","",""
"1339","escopo-de-variáveis","82","","","",""
"1341","ipv4","5","12613","12612","",""
"1342","ipv6","9","12338","12337","",""
"1345","echo","33","21268","21267","",""
"1346","factors","6","","","",""
"1348","federation-authentication","3","","","",""
"1351","servidor","362","11671","11670","",""
"1352","captura-de-tela","3","","","",""
"1354","http-métodos","8","385295","385294","",""
"1355","buffer","33","12678","12677","",""
"1356","teclado","92","41209","41208","",""
"1357","scanf","72","","","",""
"1359","media-queries","83","20775","20774","",""
"1360","saas","7","282857","282856","",""
"1361","sse","3","9561","9560","",""
"1365","htmlentities","5","","","",""
"1366","doctrine-2","60","54673","54672","",""
"1367","symfony-2","78","27500","27499","",""
"1368","habtm","4","","","",""
"1369","cpuid","1","12574","12573","",""
"1370","drawable","25","","","",""
"1371","bitmap","49","73625","73624","",""
"1372","wordpress-theme","160","37055","37054","",""
"1375","csv","345","18983","18982","",""
"1378","migrations","106","9622","9621","",""
"1380","delphi-2007","3","9643","9642","",""
"1386","broadcastreceiver","30","","","",""
"1388","summary","10","","","",""
"1389","filezilla","3","12615","12614","",""
"1390","hospedagem","47","143735","143734","",""
"1394","dreamweaver","6","21078","21077","",""
"1395","função-anônima","31","9949","9948","",""
"1396","fibonnaci","17","12617","12616","",""
"1398","ses","8","","","",""
"1400","rollback","5","11924","11923","",""
"1401","cracker","4","9974","9973","",""
"1407","indy-10","15","11913","11912","",""
"1408","android-fragment","321","21199","21198","",""
"1410","bit","17","12675","12674","",""
"1411","volatile","3","","","",""
"1412","qtgui","18","10187","10186","",""
"1414","boilerplate","2","10194","10193","",""
"1415","scala","28","32813","32812","",""
"1416","rnorm","2","10219","10218","",""
"1417","números-aleatórios","52","10217","10216","",""
"1418","twig","32","10225","10224","",""
"1420","mínimos-quadrados","1","10248","10247","",""
"1422","winapi","30","16106","16105","",""
"1424","filtro","134","","","",""
"1425","web-crawler","63","109835","109834","",""
"1427","bdd","11","65014","65013","",""
"1428","fortran","26","12110","12109","",""
"1429","intent","42","","","",""
"1430","deprecated","15","21270","21269","",""
"1431","dialog","68","70661","70660","",""
"1432","value","49","","","",""
"1433","gerenciamento-de-projetos","37","73941","73940","",""
"1435","dns","109","12567","12566","",""
"1437","terminal","137","27595","27594","",""
"1438","background","79","41217","41216","",""
"1439","multiple","18","","","",""
"1442","conversão","107","41254","41253","",""
"1443","datasnap","34","544769","544768","",""
"1444","xpath","58","51914","51913","",""
"1445","switch","140","398152","398151","",""
"1446","html5-history","5","10752","10751","",""
"1448","telerik","24","","","",""
"1449","phpmyadmin","322","21435","21434","",""
"1450","método","283","12103","12102","",""
"1451","construtor","156","73830","73829","",""
"1452","notificação","22","","","",""
"1454","hexadecimal","44","12818","12817","",""
"1455","xss","17","12030","12029","",""
"1457","hhvm","5","16391","16390","",""
"1459","assinatura-digital","41","11915","11914","",""
"1470","java-ee-6","5","","","",""
"1474","jaas","6","74306","74305","",""
"1475","matlab","114","12107","12106","",""
"1477","mpeg","1","12092","12091","",""
"1478","swiftmailer","9","32625","32624","",""
"1479","números","32","12336","12335","",""
"1481","standalone","4","11347","11346","",""
"1482","opengl","66","11374","11373","",""
"1483","iso-8859-1","20","","","",""
"1484","lattice","8","11984","11983","",""
"1485","fluent-nhibernate","52","11465","11464","",""
"1486","pgm","2","11565","11564","",""
"1487","xslt","18","12287","12286","",""
"1488","file-upload","188","41149","41148","",""
"1489","tclientdataset","18","","","",""
"1491","float","138","41238","41237","",""
"1493","char","133","355371","355370","",""
"1494","int","120","112416","112415","",""
"1495","byte","35","12673","12672","",""
"1496","advpl","36","11662","11661","",""
"1499","análise-estática","3","11817","11816","",""
"1501","porcentagem","41","12123","12122","",""
"1505","listener","23","","","",""
"1507","edittext","84","195206","195205","",""
"1510","jpa","664","12215","12214","",""
"1511","tor","2","11829","11828","",""
"1513","escalabilidade","13","","","",""
"1518","histórico","8","","","",""
"1520","3d","16","11966","11965","",""
"1521","rgl","1","11986","11985","",""
"1525","display","21","12327","12326","",""
"1528","galeria","36","476220","476219","",""
"1530","jquery-datatables","269","20686","20685","",""
"1532","logcat","6","","","",""
"1533","processamento-de-imagens","124","288683","288682","",""
"1534","portugol","107","12557","12556","",""
"1535","pseudocódigo","26","192002","192001","",""
"1536","filter","113","","","",""
"1539","microsoft-word","58","","","",""
"1541","visão-computacional","18","12937","12936","",""
"1542","drupal","8","21080","21079","",""
"1543","ormlite","6","","","",""
"1544","encapsulamento","45","209351","209350","",""
"1546","order-by","70","","","",""
"1551","bitwise","18","73627","73626","",""
"1554","coffeescript","15","101483","101482","",""
"1555","lazarus","36","14613","14612","",""
"1558","cdn","19","21075","21074","",""
"1565","gps","63","27508","27507","",""
"1566","xampp","163","17745","17744","",""
"1567","angular-providers","9","","","",""
"1568","jquery-mobile","76","74383","74382","",""
"1569","delete","73","41248","41247","",""
"1571","rmi","20","","","",""
"1576","ntp","1","27565","27564","",""
"1577","flash","45","73861","73860","",""
"1578","paradigma-de-programação","44","423828","423827","",""
"1579","haskell","68","30026","30025","",""
"1580","lista-encadeada","203","86957","86956","",""
"1581","garbage-collector","46","73886","73885","",""
"1585","infomaker","1","13451","13450","",""
"1586","pl-sql","285","27588","27587","",""
"1587","sql-server-2012","88","18976","18975","",""
"1589","entity-framework-6","368","21206","21205","",""
"1590","área-de-transferência","23","81117","81116","",""
"1591","libcurl","308","15171","15170","",""
"1592","apk","68","17747","17746","",""
"1595","servidor-de-aplicação","14","","","",""
"1598","áudio","85","27329","27328","",""
"1601","representação-numérica","6","184186","184185","",""
"1603","connectionstring","41","","","",""
"1605","números-binários","17","","","",""
"1608","active-directory","50","13763","13762","",""
"1609","sublime-text","59","52557","52556","",""
"1611","cloud","49","20820","20819","",""
"1621","apache-solr","10","","","",""
"1622","wget","13","27569","27568","",""
"1623","lista","1103","17691","17690","",""
"1625","look-and-feel","4","","","",""
"1626","xcode","220","14488","14487","",""
"1627","struct","409","27478","27477","",""
"1628","fopen","34","","","",""
"1629","sql-server-2014","57","","","",""
"1630","devise","33","28038","28037","",""
"1631","codename-one","2","","","",""
"1632","organização-de-projeto","32","","","",""
"1635","weka","8","26464","26463","",""
"1638","x64","12","20842","20841","",""
"1639","gráfico","191","73968","73967","",""
"1643","polimorfismo","74","14278","14277","",""
"1644","bitbucket","59","65023","65022","",""
"1646","heredoc","3","","","",""
"1648","pascal","71","18973","18972","",""
"1649","pandas","821","14399","14398","",""
"1651","zeos","13","14473","14472","",""
"1654","webgl","6","92455","92454","",""
"1657","nosql","84","16126","16125","",""
"1658","fullcalendar","113","14588","14587","",""
"1659","cron","85","17743","17742","",""
"1667","touch","20","","","",""
"1668","mobile-safari","8","21195","21194","",""
"1670","aprendizagem-de-máquina","43","49268","49267","",""
"1671","masked-input-plugin","3","14812","14811","",""
"1672","wsdl","56","20847","20846","",""
"1673","clr","23","14886","14885","",""
"1674","minitest","4","28043","28042","",""
"1675","sfml","13","14995","14994","",""
"1677","include","86","","","",""
"1679","delphi-6","9","15115","15114","",""
"1681","memory-limit","9","","","",""
"1682","memória","360","15266","15265","",""
"1683","protótipo","23","21184","21183","",""
"1684","clickonce","13","15276","15275","",""
"1685","cassandra","10","15304","15303","",""
"1688","resultset","27","","","",""
"1690","multi-tenancy","21","15402","15401","",""
"1692","jax-ws","14","74315","74314","",""
"1693","asp.net-identity","149","34842","34841","",""
"1695","sparql","2","15518","15517","",""
"1696","system-tray","4","20864","20863","",""
"1697","xls","47","41056","41055","",""
"1701","login","294","80879","80878","",""
"1702","wildfly","96","291571","291570","",""
"1705","jaxb","16","74313","74312","",""
"1709","heroku","109","17682","17681","",""
"1711","java-me","3","74311","74310","",""
"1713","chave-composta","17","17178","17177","",""
"1714","antivirus","13","18979","18978","",""
"1715","firewall","14","21250","21249","",""
"1717","favicon","14","17741","17740","",""
"1718","sql-select","248","20849","20848","",""
"1720","spss","6","","","",""
"1721","vraptor","54","20826","20825","",""
"1722","jquery-1.6","1","21197","21196","",""
"1726","delphi-xe5","43","103780","103779","",""
"1727","emulador","51","","","",""
"1731","toggle","30","","","",""
"1732","bootstrap-glyphicons","16","17175","17174","",""
"1733","uri","26","27543","27542","",""
"1736","rss","17","","","",""
"1739","try-finally","12","","","",""
"1741","propriedade","112","","","",""
"1745","buffer-overflow","4","","","",""
"1746","time","112","41213","41212","",""
"1748","xmldocument","22","","","",""
"1751","xna","5","17739","17738","",""
"1754","windows-8","16","16526","16525","",""
"1759","background-services","7","","","",""
"1765","independente-de-linguagem","104","34878","34877","",""
"1768","grails","31","16865","16864","",""
"1769","ckeditor","57","16994","16993","",""
"1771","xml-namespaces","9","16912","16911","",""
"1772","stdclass","11","20853","20852","",""
"1773","javafx","291","27483","27482","",""
"1774","assincronismo","128","190864","190863","",""
"1782","accordion","9","20698","20697","",""
"1784","edição-de-imagens","8","","","",""
"1785","opencv","201","17536","17535","",""
"1788","sortable","21","","","",""
"1789","enumerable","10","","","",""
"1792","dev-c++","54","27513","27512","",""
"1800","sequelize-js","137","17541","17540","",""
"1801","core-data","29","17673","17672","",""
"1802","nspredicate","4","","","",""
"1808","soa","12","17722","17721","",""
"1815","seo","139","18936","18935","",""
"1816","engenharia-de-software","297","18970","18969","",""
"1822","constraint","23","40571","40570","",""
"1823","mockito","33","288643","288642","",""
"1824","ajaxtoolkit","8","","","",""
"1825","stackexchange","3","20858","20857","",""
"1831","rgb","15","20988","20987","",""
"1832","cores","38","","","",""
"1836","angular-kendo","3","482158","482157","",""
"1837","swift","494","19467","19466","",""
"1840","linq-to-entities","52","20567","20566","",""
"1841","goto","10","20693","20692","",""
"1842","imagemagick","19","20690","20689","",""
"1845","sslstream","4","","","",""
"1847","jtable","125","156067","156066","",""
"1850","single-page-application","46","304640","304639","",""
"1852","compressão","16","","","",""
"1854","instagram-api","40","21175","21174","",""
"1856","xhtml","97","21237","21236","",""
"1857","groovy","49","27600","27599","",""
"1859","prolog","29","27563","27562","",""
"1861","izpack","1","74304","74303","",""
"1863","multiple-file-upload","32","184283","184282","",""
"1865","rsa","18","27510","27509","",""
"1868","dropzonejs","12","21663","21662","",""
"1869","fast-reports","21","21682","21681","",""
"1870","pop3","3","27561","27560","",""
"1872","sdk","53","27465","27464","",""
"1877","relacionamento","165","75375","75374","",""
"1878","woocommerce","133","21848","21847","",""
"1879","fila-thread","6","","","",""
"1880","twitter-api","61","","","",""
"1884","jvm","42","27366","27365","",""
"1886","unreal-engine","4","27467","27466","",""
"1897","controller","188","81679","81678","",""
"1900","mysqli","942","52189","52188","",""
"1902","chave-estrangeira","119","186451","186450","",""
"1906","android-loader","1","33679","33678","",""
"1907","metaprogramação","10","423826","423825","",""
"1909","genexus","62","22434","22433","",""
"1910","java-bean","24","27555","27554","",""
"1914","adobe-flex","10","64875","64874","",""
"1916","oledb","27","27358","27357","",""
"1917","odbc","49","27362","27361","",""
"1920","rich-faces","19","41066","41065","",""
"1921","pojo","8","27364","27363","",""
"1925","web.config","59","190929","190928","",""
"1927","windows-phone-8-1","56","110748","110747","",""
"1929","gorm","5","73949","73948","",""
"1930","delphi-xe6","26","130239","130238","",""
"1931","perl","42","23221","23220","",""
"1932","princípios-de-programação","25","53241","53240","",""
"1933","abstração","10","","","",""
"1935","jogos","108","23149","23148","",""
"1936","cakephp-2","88","27474","27473","",""
"1937","html-select","162","23156","23155","",""
"1939","knockoutjs","36","32505","32504","",""
"1941","tkinter","328","78299","78298","",""
"1944","mysql-find-in-set","1","23323","23322","",""
"1945","undefined","50","23334","23333","",""
"1947","directx","6","23404","23403","",""
"1949","powerpoint","14","27353","27352","",""
"1954","cpanel","39","23579","23578","",""
"1955","animação","165","23581","23580","",""
"1957","decorator-pattern","16","73838","73837","",""
"1959","xib","2","","","",""
"1960","storyboard","11","","","",""
"1965","webserver","18","27567","27566","",""
"1966","licença","49","23757","23756","",""
"1967","gpl","5","23759","23758","",""
"1968","chave-primária","43","27356","27355","",""
"1969","gui","113","74268","74267","",""
"1972","set","24","","","",""
"1974","bower","30","65031","65030","",""
"1975","yeoman","5","75333","75332","",""
"1980","checkbox","310","41191","41190","",""
"1984","input","502","137293","137292","",""
"1989","http-request","199","291563","291562","",""
"1992","metodologia-ágil","21","27343","27342","",""
"1997","openldap","11","26662","26661","",""
"2001","proguard-android","4","25708","25707","",""
"2004","lucene","9","25794","25793","",""
"2008","2d","12","27341","27340","",""
"2009","autômatos","14","27360","27359","",""
"2010","android-eclipse","36","148639","148638","",""
"2011","getters-setters","66","73943","73942","",""
"2016","sql-server-2008","55","","","",""
"2017","handlebars.js","33","74276","74275","",""
"2021","richtextbox","12","27349","27348","",""
"2022","window-builder","16","75355","75354","",""
"2023","avd","16","","","",""
"2025","indentação","25","","","",""
"2029","mongoose","196","47625","47624","",""
"2030","while","364","75336","75335","",""
"2031","fullscreen","20","","","",""
"2032","height","28","","","",""
"2038","syntactic-sugar","3","26652","26651","",""
"2039","pjax","3","27338","27337","",""
"2041","iphone","89","27345","27344","",""
"2045","jquery-select2","65","26885","26884","",""
"2049","report-builder","7","52185","52184","",""
"2052","i18n","29","27333","27332","",""
"2055","adobe-air","11","64872","64871","",""
"2058","transcrição-de-áudio","1","27458","27457","",""
"2059","physx","2","","","",""
"2062","asr","1","27325","27324","",""
"2064","ant","12","64887","64886","",""
"2067","erb","9","27725","27724","",""
"2068","devexpress","47","68493","68492","",""
"2071","shortcode","12","","","",""
"2073","mapa-cartográfico","138","137389","137388","",""
"2076","asmx","19","","","",""
"2080","atom","30","28101","28100","",""
"2083","awk","24","28169","28168","",""
"2084","xmlhttprequest","75","75314","75313","",""
"2085","authorization","17","","","",""
"2089","boleto","33","73630","73629","",""
"2093","android-manifest","32","28774","28773","",""
"2094","webview","154","172312","172311","",""
"2098","ms-dos","25","","","",""
"2100","sinatra","3","28621","28620","",""
"2105","jsonp","13","","","",""
"2114","csrf","18","28840","28839","",""
"2122","wordcloud","4","","","",""
"2124","phpstorm","25","78329","78328","",""
"2126","reportviewer","73","61270","61269","",""
"2127","wildcard","6","66625","66624","",""
"2137","contador","64","","","",""
"2140","ocr","18","187546","187545","",""
"2141","prompt","60","","","",""
"2148","java-8","208","66715","66714","",""
"2149","jquery-plugins","24","","","",""
"2150","context-menu","7","","","",""
"2154","java-ee-7","14","","","",""
"2155","jpql","50","30229","30228","",""
"2166","crux-framework","3","30493","30492","",""
"2167","hashset","7","","","",""
"2168","qrcode","38","80872","80871","",""
"2171","big-data","32","65016","65015","",""
"2172","scanner","51","","","",""
"2175","zurb-foundation","23","207841","207840","",""
"2183","teoria-da-computação","39","","","",""
"2189","firebase","788","30831","30830","",""
"2193","quicksort","25","","","",""
"2194","http-post","14","","","",""
"2198","slide","47","","","",""
"2202","bundle","18","","","",""
"2204","jquery.validate","16","74374","74373","",""
"2208","mongodb","583","47660","47659","",""
"2210","oracle11c","16","","","",""
"2212","mongodb-csharp","19","","","",""
"2213","lógica","412","137256","137255","",""
"2216","android-assets","3","156737","156736","",""
"2218","replicação","20","427664","427663","",""
"2222","dump","14","","","",""
"2224","virtualhost","34","66637","66636","",""
"2233","model-validation","18","","","",""
"2235","trait","17","32469","32468","",""
"2237","código-de-barras","20","73803","73802","",""
"2238","postfix","5","","","",""
"2242","ad","17","","","",""
"2243","orientação-a-aspectos","7","32753","32752","",""
"2245","poco","4","32925","32924","",""
"2251","repository","50","112418","112417","",""
"2252","jodatime","8","345424","345423","",""
"2253","asp.net-profile","4","","","",""
"2254","complexidade-de-algoritmo","86","112424","112423","",""
"2255","gulpjs","29","74272","74271","",""
"2256","jstree","5","","","",""
"2263","pic","12","","","",""
"2265","httpapplication","1","33764","33763","",""
"2267","acessibilidade","38","95103","95102","",""
"2268","shell-script","258","75379","75378","",""
"2282","redis","33","39531","39530","",""
"2283","uuid","15","52071","52070","",""
"2284","expressões","15","","","",""
"2285","silverlight","12","","","",""
"2291","primefaces-3.5","31","41367","41366","",""
"2294","actions","11","","","",""
"2295","captcha","31","64000","63999","",""
"2300","tesseract","9","34905","34904","",""
"2302","swift-playground","9","34952","34951","",""
"2308","play-framework","29","","","",""
"2310","lua-table","25","","","",""
"2313","portabilidade","8","","","",""
"2322","business-intelligence","33","593836","593835","",""
"2326","httr","7","","","",""
"2339","stored-procedures","172","75381","75380","",""
"2340","jekyll","15","36962","36961","",""
"2341","extensão","31","","","",""
"2342","jquery-toggleclass","6","","","",""
"2343","userscripts","5","37069","37068","",""
"2347","script","378","81114","81113","",""
"2348","request","143","103771","103770","",""
"2352","pydev","5","","","",""
"2356","gson","65","73985","73984","",""
"2357","mysqldump","13","","","",""
"2358","linq-to-sql","39","37325","37324","",""
"2361","mapkit","9","41835","41834","",""
"2364","microsoft-office","24","","","",""
"2365","transações","63","59292","59291","",""
"2367","actionbar","44","","","",""
"2375","uitextfield","11","","","",""
"2376","progress-bar","65","","","",""
"2377","hql","36","74282","74281","",""
"2383","resize","21","268884","268883","",""
"2394","d3.js","26","136574","136573","",""
"2397","css-hover","136","369238","369237","",""
"2399","android-activity","367","148403","148402","",""
"2401","vbs","41","156106","156105","",""
"2402","log-de-eventos-windows","2","","","",""
"2407","idle-ide","7","74286","74285","",""
"2408","taxonomia","21","","","",""
"2412","uitableview","35","","","",""
"2413","uitableviewcell","16","","","",""
"2419","memcached","6","39533","39532","",""
"2420","safari","31","","","",""
"2421","tempo-de-resposta","5","","","",""
"2428","busca-binária","21","","","",""
"2429","font","44","","","",""
"2430","drawing","16","","","",""
"2431","equals","10","","","",""
"2432","throw","7","421940","421939","",""
"2433","internacionalização","21","259135","259134","",""
"2435","indexof","18","424333","424332","",""
"2436","volley","54","47069","47068","",""
"2438","fpdf","31","73869","73868","",""
"2440","afnetworking","6","50992","50991","",""
"2441","nagios","3","","","",""
"2442","activex","8","39356","39355","",""
"2448","printf","61","","","",""
"2449","uisearchbar","5","","","",""
"2451","nullable","12","80874","80873","",""
"2453","calendar","58","70671","70670","",""
"2455","sha-256","14","","","",""
"2457","push-notification","84","447848","447847","",""
"2458","apns","3","","","",""
"2464","icalendar","1","39585","39584","",""
"2467","stringbuffer","2","","","",""
"2471","gcc","69","73923","73922","",""
"2472","mingw","32","","","",""
"2476","jquery-animate","23","","","",""
"2477","javascript-eventos","297","153747","153746","",""
"2478","background-color","26","","","",""
"2483","database-first","9","","","",""
"2485","apple-push-notification","15","","","",""
"2486","array-associativo","39","81111","81110","",""
"2490","timeout","26","","","",""
"2493","webrequest","20","","","",""
"2494","meteorjs","15","399581","399580","",""
"2495","automatização","67","","","",""
"2501","guid","8","74270","74269","",""
"2506","singleton","30","112427","112426","",""
"2510","driver","17","","","",""
"2518","navegação","15","","","",""
"2522","arquitetura-computadores","47","113167","113166","",""
"2523","ddd","125","41051","41050","",""
"2528","awt","25","73623","73622","",""
"2530","kinect","7","58234","58233","",""
"2532","c++-cli","4","","","",""
"2538","diff","20","542495","542494","",""
"2539","extension-method","10","","","",""
"2541","autocompletar","123","66712","66711","",""
"2547","uninfe","1","41853","41852","",""
"2548","stream","70","","","",""
"2550","rtti","7","52183","52182","",""
"2551","whm","10","75340","75339","",""
"2553","webix","1","42515","42514","",""
"2554","sitemap","7","93782","93781","",""
"2560","permissões","66","","","",""
"2571","visual-studio-2010","17","","","",""
"2575","animate.css","9","242699","242698","",""
"2577","jtree","11","253844","253843","",""
"2578","biblioteca","112","447466","447465","",""
"2585","tipo-de-conteúdo","4","","","",""
"2586","htpasswd","2","42769","42768","",""
"2596","bluetooth","45","73632","73631","",""
"2602","pygame","71","","","",""
"2603","file-put-contents","6","","","",""
"2608","iis-7","29","","","",""
"2609","constantes","45","80196","80195","",""
"2610","underscore.js","7","","","",""
"2611","aes","21","64883","64882","",""
"2614","join","297","80179","80178","",""
"2615","gammu","2","73881","73880","",""
"2619","sas","14","43719","43718","",""
"2623","getters","5","","","",""
"2625","back-end","122","73872","73871","",""
"2630","equações","13","241336","241335","",""
"2633","imagick","6","","","",""
"2634","clipper","8","73645","73644","",""
"2636","dbase","8","","","",""
"2639","microcontrolador-8051","3","","","",""
"2641","dependências","24","44028","44027","",""
"2642","durandal","2","44034","44033","",""
"2647","css-border-radius","10","","","",""
"2649","popover","19","184279","184278","",""
"2653","bittorrent","5","71942","71941","",""
"2656","capistrano","4","65038","65037","",""
"2657","lib","21","","","",""
"2658","mdx","2","44273","44272","",""
"2659","olap","2","44277","44276","",""
"2661","palavras-reservadas","9","","","",""
"2663","interpolação-de-string","16","","","",""
"2665","sidebar","9","","","",""
"2667","jndi","6","74319","74318","",""
"2668","view","186","81675","81674","",""
"2672","css-display","14","","","",""
"2674","onclick","111","490016","490015","",""
"2676","php-domdocument","14","78068","78067","",""
"2677","uiview","4","","","",""
"2678","blogger","44","94251","94250","",""
"2681","parse","47","70669","70668","",""
"2682","db2","24","48168","48167","",""
"2685","haxeflixel","1","74278","74277","",""
"2691","var-dump","6","71933","71932","",""
"2692","wxwidgets","9","75312","75311","",""
"2695","bootstrap-3","531","51800","51799","",""
"2699","árvore-binária","66","","","",""
"2701","windows-service","28","357015","357014","",""
"2703","callback","74","","","",""
"2704","vbulletin","2","46318","46317","",""
"2706","keylogger","2","58072","58071","",""
"2708","mask","66","","","",""
"2709","jquery-mask-plugin","15","","","",""
"2710","mac","40","","","",""
"2712","appstore","12","","","",""
"2713","iup","2","","","",""
"2715","vídeo","124","148644","148643","",""
"2716","vimeo-api","7","46468","46467","",""
"2718","ksoap2","19","46412","46411","",""
"2719","scrapy","57","46472","46471","",""
"2720","defer","3","46465","46464","",""
"2724","asp.net-mvc-routing","13","","","",""
"2725","armazenamento","26","","","",""
"2726","mariadb","115","52127","52126","",""
"2729","arc","3","","","",""
"2732","lamp","15","62899","62898","",""
"2734","openid","2","73946","73945","",""
"2741","uiimage","2","","","",""
"2742","proguard","9","","","",""
"2745","imgur","2","","","",""
"2758","ninject","14","153053","153052","",""
"2767","gulp","83","139560","139559","",""
"2769","merge","52","","","",""
"2770","binary","56","","","",""
"2779","tortoisesvn","10","52187","52186","",""
"2784","ssms","24","48816","48815","",""
"2787","jasper","90","258577","258576","",""
"2788","count","83","","","",""
"2789","distinct","22","","","",""
"2790","team-build","1","49106","49105","",""
"2791","mql4","3","49252","49251","",""
"2793","delphi-xe2","8","266337","266336","",""
"2794","create","12","","","",""
"2796","packagist","2","49354","49353","",""
"2800","silex","27","164726","164725","",""
"2803","ionic","904","65228","65227","",""
"2808","end-to-end","3","","","",""
"2809","jsfiddle","13","49929","49928","",""
"2811","carregamento","15","","","",""
"2813","case-insensitive","10","190876","190875","",""
"2817","css-padding","5","","","",""
"2820","dompdf","59","","","",""
"2821","webkit","16","75369","75368","",""
"2823","gdb","6","73927","73926","",""
"2824","macro","95","","","",""
"2826","grep","16","73973","73972","",""
"2828","nav-bar","61","","","",""
"2829","marker","21","","","",""
"2838","treeview","38","205358","205357","",""
"2841","tooltip","34","105201","105200","",""
"2846","jquery-validation-engine","6","","","",""
"2848","transição","41","579852","579851","",""
"2850","xcache","2","51742","51741","",""
"2851","opcode","2","51744","51743","",""
"2853","codificação-de-conteúdo","5","","","",""
"2858","longpolling","7","","","",""
"2860","django-1.8","11","","","",""
"2861","interpretador","12","52152","52151","",""
"2862","runtime","64","","","",""
"2863","breakpoints","10","","","",""
"2866","tcpclient","19","","","",""
"2871","kernel","19","74881","74880","",""
"2877","bigint","5","77970","77969","",""
"2880","benchmark","10","52637","52636","",""
"2884","amd","2","64885","64884","",""
"2886","xtrareport","4","75322","75321","",""
"2888","qtwebkit","4","","","",""
"2890","laravel-5","957","85296","85295","",""
"2892","radiobutton","91","70673","70672","",""
"2893","crosswalk","7","","","",""
"2894","indy-9","2","","","",""
"2897","spinners","39","","","",""
"2900","demoiselle-nimble","2","68432","68431","",""
"2906","preg-replace","34","370606","370605","",""
"2908","pouchdb","10","","","",""
"2909","couchdb","11","73832","73831","",""
"2912","qhull","1","54367","54366","",""
"2913","preg-match","54","268090","268089","",""
"2915","db4o","2","73836","73835","",""
"2916","jfreechart","8","74317","74316","",""
"2918","office-open-xml","6","54638","54637","",""
"2919","slim","74","54649","54648","",""
"2920","ng-repeat","34","","","",""
"2924","http-status-code-403","9","","","",""
"2926","io","40","150950","150949","",""
"2928","rgraph","3","54968","54967","",""
"2931","mercurial","5","75373","75372","",""
"2941","reactive-programming","10","55334","55333","",""
"2946","inferência","5","74289","74288","",""
"2954","ping","15","","","",""
"2958","object-pascal","33","241334","241333","",""
"2964","fila","53","72468","72467","",""
"2974","eclipse-link","21","","","",""
"2978","unidade-de-medida","1","56307","56306","",""
"2984","toolbox","6","","","",""
"2986","asp.net-web-api","449","68826","68825","",""
"2993","atributos","118","184500","184499","",""
"2995","argumento","43","146300","146299","",""
"2996","alias","15","77968","77967","",""
"2997","mschart","4","","","",""
"2998","dexie","1","56874","56873","",""
"3002","slim-lang","2","57051","57050","",""
"3011","fixtures","2","","","",""
"3012","uinavigationcontroller","9","","","",""
"3013","portrait","1","64835","64834","",""
"3014","landscape","3","64837","64836","",""
"3015","orientation","6","","","",""
"3019","rails4","63","","","",""
"3025","material-design","52","57535","57534","",""
"3027","intellij","23","","","",""
"3028","group-concat","10","","","",""
"3032","shebang","1","64861","64860","",""
"3033","contents","3","","","",""
"3034","quebras-de-linha","36","","","",""
"3035","intel-xdk","53","57781","57780","",""
"3039","android-styles","11","","","",""
"3040","app-compat-v7","11","57822","57821","",""
"3042","hyper-v","7","64823","64822","",""
"3043","linked-server","11","299100","299099","",""
"3044","asynctask","78","64866","64865","",""
"3048","geolocalização","117","73931","73930","",""
"3049","aptana","2","58065","58064","",""
"3050","pdt","2","58726","58725","",""
"3052","dkim","3","","","",""
"3058","ioc","20","74299","74298","",""
"3059","samba","4","64820","64819","",""
"3061","hasclass","1","80665","80664","",""
"3065","espaço-em-branco","7","58532","58531","",""
"3067","number-format","42","","","",""
"3068","monodevelop","9","","","",""
"3070","golang","131","73351","73350","",""
"3072","doctype","3","73841","73840","",""
"3073","delegate","16","","","",""
"3075","google-analytics-api","54","577140","577139","",""
"3077","where","84","","","",""
"3078","dateinterval","5","","","",""
"3081","backbone","2","65009","65008","",""
"3090","applet","11","64812","64811","",""
"3091","mips","18","59247","59246","",""
"3093","picturebox","19","","","",""
"3099","passagem-por-referência","21","78332","78331","",""
"3101","caelum-stella","3","59720","59719","",""
"3102","apache-poi","38","59722","59721","",""
"3107","boto","1","60021","60020","",""
"3109","longblob","9","","","",""
"3111","demoiselle-certificate","6","60275","60274","",""
"3116","ideone","1","64805","64804","",""
"3122","preprocessador","20","","","",""
"3124","tabbarcontroller","4","","","",""
"3126","sobrecarga","38","64800","64799","",""
"3128","redes-neurais","49","64809","64808","",""
"3129","mlp","2","","","",""
"3132","microsoft","40","66809","66808","",""
"3136","flask","175","63747","63746","",""
"3138","uitabbar","3","","","",""
"3147","marcadores","9","","","",""
"3150","gd","20","73925","73924","",""
"3153","zend-framework-2","35","","","",""
"3156","compiladores","65","64854","64853","",""
"3158","angularjs-services","28","","","",""
"3159","libgit2sharp","2","63566","63565","",""
"3160","trello","5","64783","64782","",""
"3162","nsis","1","63750","63749","",""
