Day,AiQuestions,AstronomyQuestions,ComputerGraphicsQuestions,ComputerScienceQuestions,CsEducatorsQuestions,CsTheoryQuestions,DataScienceQuestions,EarthScienceQuestions,EngineeringQuestions,GenAIQuestions,MathematicsQuestions,MathEducatorsQuestions,MathOverflowQuestions,PhysicsQuestions,QuantQuestions,QuantumComputingQuestions,RoboticsQuestions,ScientificComputingQuestions,StatisticsQuestions,TeXQuestions,StackOverflowQuestions
"2013-04-14 00:00:00","0","0","0","10","0","4","0","0","0","0","317","0","24","35","0","0","12","6","25","66","3598"
"2013-04-15 00:00:00","0","0","0","10","0","4","0","0","0","0","397","0","30","38","3","0","26","5","23","62","6230"
"2013-04-16 00:00:00","0","0","0","10","0","1","0","0","0","0","320","0","39","28","5","0","22","6","41","78","6630"
"2013-04-17 00:00:00","0","0","0","3","0","7","0","0","0","0","411","0","37","39","3","0","22","3","30","68","6849"
"2013-04-18 00:00:00","0","0","0","5","0","1","0","0","0","0","314","0","49","29","3","0","22","3","42","75","6760"
"2013-04-19 00:00:00","0","0","0","13","0","6","0","0","0","0","340","0","33","32","2","0","11","3","33","67","5988"
"2013-04-20 00:00:00","0","0","0","11","0","3","0","0","0","0","291","0","17","27","1","0","4","3","22","56","3519"
"2013-04-21 00:00:00","0","0","0","9","0","2","0","0","0","0","308","0","34","33","1","0","12","0","31","39","3303"
"2013-04-22 00:00:00","0","0","0","9","0","1","0","0","0","0","407","0","39","41","2","0","17","3","41","79","6326"
"2013-04-23 00:00:00","0","0","0","9","0","2","0","0","0","0","380","0","54","38","3","0","21","4","36","87","6704"
"2013-04-24 00:00:00","0","0","0","4","0","1","0","0","0","0","371","0","32","27","7","0","15","3","55","68","6924"
"2013-04-25 00:00:00","0","0","0","4","0","4","0","0","0","0","346","0","41","39","2","0","9","12","57","87","6710"
"2013-04-26 00:00:00","0","0","0","13","0","1","0","0","0","0","330","0","34","36","5","0","21","2","34","67","5999"
"2013-04-27 00:00:00","0","0","0","9","0","5","0","0","0","0","286","0","35","30","3","0","10","5","23","54","3315"
"2013-04-28 00:00:00","0","0","0","11","0","4","0","0","0","0","351","0","24","38","2","0","12","2","20","65","3474"
"2013-04-29 00:00:00","0","0","0","5","0","6","0","0","0","0","340","0","53","42","3","0","17","2","45","79","6117"
"2013-04-30 00:00:00","0","0","0","8","0","1","0","0","0","0","333","0","30","34","2","0","16","6","39","68","6197"
"2013-05-01 00:00:00","0","0","0","8","0","4","0","0","0","0","376","0","34","45","0","0","16","3","30","81","5250"
"2013-05-02 00:00:00","0","0","0","14","0","9","0","0","0","0","347","0","39","49","2","0","17","3","41","68","6351"
"2013-05-03 00:00:00","0","0","0","8","0","7","0","0","0","0","359","0","44","37","3","0","16","5","35","70","5731"
"2013-05-04 00:00:00","0","0","0","9","0","2","0","0","0","0","325","0","30","33","4","0","11","4","28","62","3269"
"2013-05-05 00:00:00","0","0","0","7","0","1","0","0","0","0","360","0","30","34","3","0","11","4","31","62","3140"
"2013-05-06 00:00:00","0","0","0","9","0","4","0","0","0","0","381","0","37","31","2","0","19","3","34","67","5646"
"2013-05-07 00:00:00","0","0","0","12","0","6","0","0","0","0","397","0","51","38","4","0","27","3","48","70","6425"
"2013-05-08 00:00:00","0","0","0","14","0","7","0","0","0","0","357","0","31","38","2","0","21","5","39","79","6403"
"2013-05-09 00:00:00","0","0","0","5","0","3","0","0","0","0","360","0","31","34","4","0","13","8","32","78","6229"
"2013-05-10 00:00:00","0","0","0","12","0","3","0","0","0","0","315","0","28","42","3","0","14","6","33","49","5629"
"2013-05-11 00:00:00","0","0","0","3","0","1","0","0","0","0","308","0","27","35","2","0","3","5","26","57","3157"
"2013-05-12 00:00:00","0","0","0","4","0","3","0","0","0","0","340","0","18","26","2","0","10","2","22","69","3127"
"2013-05-13 00:00:00","0","0","0","5","0","5","0","0","0","0","321","0","34","51","3","0","18","4","44","64","5976"
"2013-05-14 00:00:00","0","0","0","12","0","3","0","0","0","0","374","0","39","37","1","0","19","9","35","78","6464"
"2013-05-15 00:00:00","0","0","0","12","0","4","0","0","0","0","351","0","37","43","3","0","19","5","51","74","6593"
"2013-05-16 00:00:00","0","0","0","5","0","3","0","0","0","0","354","0","40","38","5","0","14","8","38","66","6712"
"2013-05-17 00:00:00","0","0","0","7","0","4","0","0","0","0","330","0","48","36","3","0","10","4","39","56","5939"
"2013-05-18 00:00:00","0","0","0","9","0","4","0","0","0","0","304","0","37","31","3","0","6","2","26","59","3214"
"2013-05-19 00:00:00","0","0","0","7","0","2","0","0","0","0","280","0","29","27","1","0","6","8","23","52","3165"
"2013-05-20 00:00:00","0","0","0","12","0","9","0","0","0","0","318","0","40","31","0","0","12","10","37","68","5759"
"2013-05-21 00:00:00","0","0","0","13","0","5","0","0","0","0","349","0","38","40","1","0","18","8","39","65","6466"
"2013-05-22 00:00:00","0","0","0","4","0","3","0","0","0","0","351","0","45","47","0","0","24","6","36","75","6668"
"2013-05-23 00:00:00","0","0","0","7","0","5","0","0","0","0","342","0","42","40","5","0","18","3","45","73","6660"
"2013-05-24 00:00:00","0","0","0","7","0","2","0","0","0","0","274","0","39","49","4","0","17","12","30","86","5739"
"2013-05-25 00:00:00","0","0","0","6","0","0","0","0","0","0","287","0","24","27","2","0","9","2","19","42","2952"
"2013-05-26 00:00:00","0","0","0","6","0","1","0","0","0","0","305","0","23","34","1","0","20","2","21","46","2920"
"2013-05-27 00:00:00","0","0","0","8","0","2","0","0","0","0","300","0","39","41","4","0","21","4","38","68","5253"
"2013-05-28 00:00:00","0","0","0","8","0","7","0","0","0","0","299","0","37","40","2","0","19","4","53","63","6353"
"2013-05-29 00:00:00","0","0","0","4","0","7","0","0","0","0","314","0","45","39","0","0","15","7","36","72","6632"
"2013-05-30 00:00:00","0","0","0","6","0","5","0","0","0","0","350","0","27","34","5","0","23","6","35","55","6592"
"2013-05-31 00:00:00","0","0","0","4","0","5","0","0","0","0","284","0","34","39","5","0","17","4","28","61","5897"
"2013-06-01 00:00:00","0","0","0","6","0","1","0","0","0","0","255","0","28","29","0","0","9","1","16","56","3217"
"2013-06-02 00:00:00","0","0","0","5","0","4","0","0","0","0","269","0","19","35","2","0","11","3","24","43","3011"
"2013-06-03 00:00:00","0","0","0","5","0","5","0","0","0","0","277","0","28","31","2","0","20","8","45","59","5888"
"2013-06-04 00:00:00","0","0","0","2","0","2","0","0","0","0","319","0","36","32","2","0","16","2","31","59","6422"
"2013-06-05 00:00:00","0","0","0","4","0","7","0","0","0","0","325","0","38","32","2","0","12","4","40","62","6702"
"2013-06-06 00:00:00","0","0","0","6","0","0","0","0","0","0","317","0","40","30","4","0","26","4","35","72","6633"
"2013-06-07 00:00:00","0","0","0","9","0","4","0","0","0","0","300","0","33","19","0","0","12","6","30","63","6090"
"2013-06-08 00:00:00","0","0","0","8","0","1","0","0","0","0","235","0","29","17","1","0","4","6","19","43","3180"
"2013-06-09 00:00:00","0","0","0","11","0","3","0","0","0","0","300","0","15","29","2","0","7","2","17","38","3078"
"2013-06-10 00:00:00","0","0","0","9","0","3","0","0","0","0","324","0","28","39","2","0","22","4","40","83","5836"
"2013-06-11 00:00:00","0","0","0","11","0","7","0","0","0","0","337","0","37","41","1","0","30","7","37","76","6404"
"2013-06-12 00:00:00","0","0","0","4","0","7","0","0","0","0","303","0","39","33","1","0","20","9","35","69","6397"
"2013-06-13 00:00:00","0","0","0","6","0","3","0","0","0","0","301","0","47","38","0","0","15","4","41","68","6481"
"2013-06-14 00:00:00","0","0","0","4","0","7","0","0","0","0","264","0","43","20","2","0","20","1","34","68","5912"
"2013-06-15 00:00:00","0","0","0","4","0","2","0","0","0","0","277","0","12","41","1","0","5","1","17","50","3009"
"2013-06-16 00:00:00","0","0","0","3","0","2","0","0","0","0","259","0","21","26","0","0","4","3","18","45","2940"
"2013-06-17 00:00:00","0","0","0","7","0","1","0","0","0","0","307","0","32","28","3","0","12","6","36","80","6094"
"2013-06-18 00:00:00","0","0","0","11","0","5","0","0","0","0","272","0","37","26","6","0","30","2","34","90","6695"
"2013-06-19 00:00:00","0","0","0","4","0","3","0","0","0","0","320","0","45","25","2","0","14","8","30","95","6758"
"2013-06-20 00:00:00","0","0","0","12","0","4","0","0","0","0","288","0","51","27","6","0","19","6","28","86","6786"
"2013-06-21 00:00:00","0","0","0","6","0","4","0","0","0","0","261","0","39","27","4","0","11","5","28","69","5942"
"2013-06-22 00:00:00","0","0","0","4","0","2","0","0","0","0","225","0","31","35","0","0","11","1","14","46","3112"
"2013-06-23 00:00:00","0","0","0","3","0","4","0","0","0","0","201","0","22","36","0","0","6","4","17","52","2986"
"2013-06-24 00:00:00","0","0","0","10","0","2","0","0","0","0","267","0","22","29","1","0","14","6","26","87","6161"
"2013-06-25 00:00:00","0","0","0","7","0","2","0","0","0","0","294","0","38","34","3","0","15","1","38","69","6657"
"2013-06-26 00:00:00","0","0","0","8","0","4","0","0","0","0","297","0","36","38","2","0","24","4","22","57","6828"
"2013-06-27 00:00:00","0","0","0","6","0","2","0","0","0","0","307","0","33","26","4","0","26","7","33","85","6849"
"2013-06-28 00:00:00","0","0","0","6","0","6","0","0","0","0","244","0","48","35","0","0","12","3","31","77","6000"
"2013-06-29 00:00:00","0","0","0","7","0","1","0","0","0","0","222","0","32","25","2","0","11","4","20","51","3093"
"2013-06-30 00:00:00","0","0","0","10","0","3","0","0","0","0","217","0","23","24","2","0","9","3","19","39","3049"
"2013-07-01 00:00:00","0","0","0","6","0","3","0","0","0","0","257","0","28","32","5","0","28","1","34","49","5855"
"2013-07-02 00:00:00","0","0","0","4","0","3","0","0","0","0","279","0","31","24","1","0","14","3","28","65","6710"
"2013-07-03 00:00:00","0","0","0","12","0","10","0","0","0","0","278","0","32","31","0","0","20","3","36","60","6696"
"2013-07-04 00:00:00","0","0","0","3","0","4","0","0","0","0","262","0","41","31","2","0","5","4","27","61","5897"
"2013-07-05 00:00:00","0","0","0","5","0","3","0","0","0","0","217","0","24","24","0","0","10","3","38","72","5577"
"2013-07-06 00:00:00","0","0","0","5","0","2","0","0","0","0","234","0","24","19","2","0","9","1","17","50","2871"
"2013-07-07 00:00:00","0","0","0","10","0","1","0","0","0","0","251","0","24","17","1","0","2","1","20","61","2838"
"2013-07-08 00:00:00","0","0","0","5","0","4","0","0","0","0","257","0","32","47","4","0","19","2","41","57","6109"
"2013-07-09 00:00:00","0","0","0","10","0","4","0","0","0","0","249","0","26","40","5","0","17","5","49","61","6737"
"2013-07-10 00:00:00","0","0","0","10","0","4","0","0","0","0","273","0","36","38","3","0","21","4","40","60","6749"
"2013-07-11 00:00:00","0","0","0","6","0","2","0","0","0","0","278","0","38","31","4","0","23","3","50","70","6815"
"2013-07-12 00:00:00","0","0","0","5","0","4","0","0","0","0","243","0","32","35","3","0","11","3","43","55","6006"
"2013-07-13 00:00:00","0","0","0","4","0","3","0","0","0","0","201","0","18","22","3","0","8","1","20","41","2905"
"2013-07-14 00:00:00","0","0","0","3","0","3","0","0","0","0","228","0","27","27","5","0","6","2","19","41","2927"
"2013-07-15 00:00:00","0","0","0","7","0","5","0","0","0","0","280","0","38","28","2","0","18","2","35","46","6380"
"2013-07-16 00:00:00","0","0","0","3","0","2","0","0","0","0","267","0","33","30","4","0","20","4","47","63","6979"
"2013-07-17 00:00:00","0","0","0","3","0","1","0","0","0","0","271","0","28","37","7","0","20","3","47","69","7165"
"2013-07-18 00:00:00","0","0","0","6","0","4","0","0","0","0","266","0","21","27","3","0","23","3","50","49","7099"
"2013-07-19 00:00:00","0","0","0","3","0","1","0","0","0","0","277","0","35","32","5","0","16","1","50","50","6323"
"2013-07-20 00:00:00","0","0","0","5","0","0","0","0","0","0","204","0","29","24","1","0","8","2","21","37","3157"
"2013-07-21 00:00:00","0","0","0","3","0","1","0","0","0","0","235","0","16","29","2","0","5","2","30","38","3148"
"2013-07-22 00:00:00","0","0","0","6","0","3","0","0","0","0","252","0","34","44","0","0","20","0","37","53","6436"
"2013-07-23 00:00:00","0","0","0","4","0","3","0","0","0","0","272","0","35","46","0","0","19","2","48","63","7127"
"2013-07-24 00:00:00","0","0","0","6","0","4","0","0","0","0","250","0","36","38","3","0","17","2","57","57","7252"
"2013-07-25 00:00:00","0","0","0","7","0","3","0","0","0","0","300","0","38","39","1","0","21","4","42","53","7099"
"2013-07-26 00:00:00","0","0","0","4","0","1","0","0","0","0","270","0","33","26","4","0","15","7","39","48","6445"
"2013-07-27 00:00:00","0","0","0","4","0","2","0","0","0","0","203","0","21","25","2","0","6","0","30","38","3248"
"2013-07-28 00:00:00","0","0","0","3","0","5","0","0","0","0","226","0","24","32","1","0","6","3","24","39","3289"
"2013-07-29 00:00:00","0","0","0","9","0","1","0","0","0","0","265","0","24","33","1","0","23","3","44","64","6582"
"2013-07-30 00:00:00","0","0","0","5","0","1","0","0","0","0","255","0","31","35","3","0","16","5","35","54","6964"
"2013-07-31 00:00:00","0","0","0","7","0","3","0","0","0","0","253","0","28","32","2","0","26","5","50","67","7103"
"2013-08-01 00:00:00","0","0","0","5","0","3","0","0","0","0","258","0","23","26","3","0","25","3","36","55","7032"
"2013-08-02 00:00:00","0","0","0","1","0","4","0","0","0","0","265","0","23","23","4","0","15","5","29","48","6261"
"2013-08-03 00:00:00","0","0","0","5","0","0","0","0","0","0","257","0","19","27","2","0","4","0","27","31","3114"
"2013-08-04 00:00:00","0","0","0","7","0","2","0","0","0","0","234","0","24","27","4","0","14","2","29","33","3128"
"2013-08-05 00:00:00","0","0","0","5","0","3","0","0","0","0","261","0","28","28","3","0","13","2","33","47","6248"
"2013-08-06 00:00:00","0","0","0","4","0","3","0","0","0","0","269","0","26","29","4","0","13","3","33","69","6721"
"2013-08-07 00:00:00","0","0","0","6","0","3","0","0","0","0","310","0","49","35","2","0","9","6","35","68","7017"
"2013-08-08 00:00:00","0","0","0","6","0","5","0","0","0","0","292","0","25","26","9","0","12","4","31","63","6709"
"2013-08-09 00:00:00","0","0","0","5","0","5","0","0","0","0","250","0","20","31","1","0","9","4","39","58","5676"
"2013-08-10 00:00:00","0","0","0","1","0","2","0","0","0","0","217","0","17","24","2","0","3","3","15","34","2993"
"2013-08-11 00:00:00","0","0","0","5","0","4","0","0","0","0","245","0","27","30","0","0","7","1","26","41","3121"
"2013-08-12 00:00:00","0","0","0","1","0","1","0","0","0","0","306","0","26","39","3","0","17","5","42","67","6277"
"2013-08-13 00:00:00","0","0","0","6","0","3","0","0","0","0","245","0","28","28","6","0","12","3","53","59","6806"
"2013-08-14 00:00:00","0","0","0","1","0","4","0","0","0","0","279","0","33","39","3","0","20","2","39","67","6859"
"2013-08-15 00:00:00","0","0","0","5","0","3","0","0","0","0","276","0","25","31","3","0","17","4","27","54","5869"
"2013-08-16 00:00:00","0","0","0","4","0","5","0","0","0","0","230","0","28","25","2","0","15","1","38","50","5936"
"2013-08-17 00:00:00","0","0","0","4","0","2","0","0","0","0","238","0","20","29","0","0","6","0","18","33","3150"
"2013-08-18 00:00:00","0","0","0","3","0","2","0","0","0","0","249","0","26","28","2","0","9","3","22","44","3167"
"2013-08-19 00:00:00","0","0","0","5","0","5","0","0","0","0","287","0","31","23","3","0","13","1","35","60","6019"
"2013-08-20 00:00:00","0","0","0","4","0","2","0","0","0","0","263","0","30","36","2","0","17","2","43","65","6565"
"2013-08-21 00:00:00","0","0","0","3","0","1","0","0","0","0","247","0","25","39","0","0","12","2","35","60","6726"
"2013-08-22 00:00:00","0","0","0","8","0","6","0","0","0","0","269","0","44","38","0","0","10","5","42","63","6855"
"2013-08-23 00:00:00","0","0","0","8","0","4","0","0","0","0","234","0","32","33","7","0","8","3","28","64","6215"
"2013-08-24 00:00:00","0","0","0","4","0","3","0","0","0","0","234","0","27","25","0","0","5","0","21","40","3231"
"2013-08-25 00:00:00","0","0","0","3","0","6","0","0","0","0","255","0","24","24","1","0","2","2","20","56","3150"
"2013-08-26 00:00:00","0","0","0","6","0","3","0","0","0","0","249","0","26","35","3","0","10","6","29","65","6057"
"2013-08-27 00:00:00","0","0","0","7","0","3","0","0","0","0","294","0","32","32","3","0","7","1","43","55","6557"
"2013-08-28 00:00:00","0","0","0","8","0","3","0","0","0","0","293","0","34","21","3","0","12","5","35","82","6859"
"2013-08-29 00:00:00","0","0","0","9","0","4","0","0","0","0","304","0","22","31","1","0","10","0","24","62","6746"
"2013-08-30 00:00:00","0","0","0","7","0","4","0","0","0","0","269","0","28","28","2","0","6","2","30","62","5839"
"2013-08-31 00:00:00","0","0","0","2","0","1","0","0","0","0","213","0","22","24","1","0","4","1","18","43","3188"
"2013-09-01 00:00:00","0","0","0","4","0","4","0","0","0","0","253","0","25","26","2","0","3","3","16","44","3046"
"2013-09-02 00:00:00","0","0","0","6","0","2","0","0","0","0","306","0","29","27","1","0","9","7","23","68","5459"
"2013-09-03 00:00:00","0","0","0","8","0","1","0","0","0","0","292","0","32","35","3","0","16","2","29","64","6255"
"2013-09-04 00:00:00","0","0","0","6","0","4","0","0","0","0","318","0","24","29","3","0","11","2","48","76","6652"
"2013-09-05 00:00:00","0","0","0","6","0","4","0","0","0","0","288","0","46","39","1","0","17","0","21","70","6577"
"2013-09-06 00:00:00","0","0","0","8","0","5","0","0","0","0","288","0","18","36","2","0","6","3","31","58","6011"
"2013-09-07 00:00:00","0","0","0","10","0","4","0","0","0","0","283","0","21","34","0","0","7","3","18","65","3211"
"2013-09-08 00:00:00","0","0","0","5","0","7","0","0","0","0","318","0","26","26","1","0","7","2","20","60","3273"
"2013-09-09 00:00:00","0","0","0","7","0","1","0","0","0","0","327","0","28","35","0","0","20","5","29","63","5775"
"2013-09-10 00:00:00","0","0","0","8","0","3","0","0","0","0","377","0","37","28","2","0","17","1","34","69","6562"
"2013-09-11 00:00:00","0","0","0","4","0","4","0","0","0","0","355","0","24","30","2","0","16","3","27","70","6746"
"2013-09-12 00:00:00","0","0","0","7","0","7","0","0","0","0","341","0","46","34","3","0","15","6","41","89","6832"
"2013-09-13 00:00:00","0","0","0","7","0","4","0","0","0","0","293","0","22","38","3","0","8","3","36","66","6142"
"2013-09-14 00:00:00","0","0","0","4","0","1","0","0","0","0","289","0","22","31","1","0","7","2","12","51","3217"
"2013-09-15 00:00:00","0","0","0","8","0","5","0","0","0","0","332","0","22","33","1","0","6","0","21","51","3353"
"2013-09-16 00:00:00","0","0","0","12","0","4","0","0","0","0","336","0","34","29","3","0","13","1","37","49","6338"
"2013-09-17 00:00:00","0","0","0","7","0","8","0","0","0","0","352","0","31","43","0","0","15","7","47","59","6764"
"2013-09-18 00:00:00","0","0","0","10","0","2","0","0","0","0","382","0","25","35","2","0","19","4","45","76","6719"
"2013-09-19 00:00:00","0","0","0","9","0","4","0","0","0","0","370","0","40","30","3","0","22","6","39","72","6862"
"2013-09-20 00:00:00","0","0","0","8","0","3","0","0","0","0","303","0","31","29","1","0","17","5","31","62","6175"
"2013-09-21 00:00:00","0","0","0","7","0","1","0","0","0","0","289","0","24","32","1","0","7","0","15","53","3385"
"2013-09-22 00:00:00","0","0","0","10","0","0","0","0","0","0","343","0","17","31","6","0","11","3","24","62","3356"
"2013-09-23 00:00:00","0","0","0","11","0","0","0","0","0","0","387","0","27","32","7","0","9","5","45","68","6220"
"2013-09-24 00:00:00","0","22","0","3","0","3","0","0","0","0","402","0","27","35","0","0","18","0","40","66","7012"
"2013-09-25 00:00:00","0","29","0","8","0","2","0","0","0","0","398","0","39","51","5","0","19","9","44","79","6978"
"2013-09-26 00:00:00","0","29","0","9","0","4","0","0","0","0","347","0","31","35","0","0","17","4","51","79","6999"
"2013-09-27 00:00:00","0","20","0","7","0","7","0","0","0","0","341","0","32","34","3","0","16","3","36","55","6176"
"2013-09-28 00:00:00","0","5","0","5","0","4","0","0","0","0","301","0","28","35","4","0","14","0","22","44","3295"
"2013-09-29 00:00:00","0","7","0","6","0","6","0","0","0","0","376","0","35","34","0","0","15","3","20","61","3436"
"2013-09-30 00:00:00","0","7","0","10","0","4","0","0","0","0","384","0","29","40","5","0","11","5","38","67","6389"
"2013-10-01 00:00:00","0","9","0","8","0","7","0","0","0","0","347","0","34","36","3","0","17","2","47","61","6651"
"2013-10-02 00:00:00","0","6","0","8","0","6","0","0","0","0","388","0","35","50","2","0","13","4","47","67","6252"
"2013-10-03 00:00:00","0","4","0","10","0","5","0","0","0","0","410","0","32","44","5","0","7","1","39","77","6793"
"2013-10-04 00:00:00","0","2","0","5","0","5","0","0","0","0","370","0","20","43","4","0","14","5","31","67","6345"
"2013-10-05 00:00:00","0","1","0","9","0","0","0","0","0","0","302","0","29","30","0","0","4","1","19","36","3443"
"2013-10-06 00:00:00","0","3","0","12","0","2","0","0","0","0","407","0","30","33","3","0","13","2","25","50","3465"
"2013-10-07 00:00:00","0","5","0","10","0","2","0","0","0","0","357","0","24","35","1","0","20","3","38","65","6484"
"2013-10-08 00:00:00","0","11","0","12","0","6","0","0","0","0","423","0","33","32","1","0","16","2","37","61","7086"
"2013-10-09 00:00:00","0","6","0","12","0","4","0","0","0","0","393","0","28","37","2","0","17","3","43","57","7233"
"2013-10-10 00:00:00","0","5","0","10","0","2","0","0","0","0","410","0","33","38","2","0","13","2","39","63","7011"
"2013-10-11 00:00:00","0","3","0","3","0","3","0","0","0","0","331","0","28","38","0","0","11","5","41","45","6227"
"2013-10-12 00:00:00","0","0","0","6","0","1","0","0","0","0","322","0","13","36","2","0","7","1","13","39","3436"
"2013-10-13 00:00:00","0","3","0","11","0","1","0","0","0","0","421","0","26","30","3","0","6","1","18","56","3465"
"2013-10-14 00:00:00","0","3","0","9","0","5","0","0","0","0","409","0","30","40","2","0","18","3","32","66","5952"
"2013-10-15 00:00:00","0","7","0","8","0","7","0","0","0","0","439","0","26","42","3","0","16","4","52","66","6591"
"2013-10-16 00:00:00","0","6","0","12","0","5","0","0","0","0","468","0","33","37","5","0","18","5","41","64","6879"
"2013-10-17 00:00:00","0","9","0","3","0","4","0","0","0","0","424","0","31","38","4","0","16","5","35","65","7009"
"2013-10-18 00:00:00","0","6","0","7","0","4","0","0","0","0","402","0","29","40","5","0","7","2","35","50","6361"
"2013-10-19 00:00:00","0","2","0","10","0","4","0","0","0","0","366","0","23","44","1","0","3","0","21","54","3503"
"2013-10-20 00:00:00","0","1","0","9","0","2","0","0","0","0","430","0","26","40","2","0","5","4","24","60","3602"
"2013-10-21 00:00:00","0","6","0","11","0","2","0","0","0","0","410","0","37","45","2","0","9","3","37","67","6832"
"2013-10-22 00:00:00","0","0","0","8","0","4","0","0","0","0","398","0","34","45","3","0","11","4","35","69","7163"
"2013-10-23 00:00:00","0","8","0","14","0","4","0","0","0","0","438","0","33","48","5","0","11","5","39","66","7195"
"2013-10-24 00:00:00","0","8","0","8","0","8","0","0","0","0","401","0","29","48","3","0","10","8","24","61","7423"
"2013-10-25 00:00:00","0","1","0","9","0","2","0","0","0","0","322","0","36","41","4","0","15","4","24","58","6563"
"2013-10-26 00:00:00","0","1","0","8","0","4","0","0","0","0","354","0","25","38","2","0","3","1","17","68","3527"
"2013-10-27 00:00:00","0","2","0","9","0","6","0","0","0","0","447","0","37","42","2","0","15","2","21","74","3692"
"2013-10-28 00:00:00","0","2","0","13","0","4","0","0","0","0","449","0","38","40","1","0","12","4","34","70","6660"
"2013-10-29 00:00:00","0","2","0","10","0","2","0","0","0","0","467","0","34","37","2","0","13","0","34","73","7222"
"2013-10-30 00:00:00","0","4","0","12","0","5","0","0","0","0","461","0","33","39","3","0","14","6","43","73","7142"
"2013-10-31 00:00:00","0","0","0","6","0","3","0","0","0","0","393","0","44","38","4","0","7","2","33","57","6763"
"2013-11-01 00:00:00","0","2","0","8","0","4","0","0","0","0","371","0","33","45","3","0","17","3","26","54","5583"
"2013-11-02 00:00:00","0","4","0","3","0","2","0","0","0","0","378","0","37","26","2","0","3","2","23","54","3296"
"2013-11-03 00:00:00","0","1","0","12","0","5","0","0","0","0","424","0","24","34","3","0","7","4","21","44","3505"
"2013-11-04 00:00:00","0","4","0","13","0","3","0","0","0","0","461","0","29","43","4","0","8","1","42","78","6145"
"2013-11-05 00:00:00","0","6","0","10","0","3","0","0","0","0","457","0","33","39","5","0","19","1","33","67","6518"
"2013-11-06 00:00:00","0","1","0","10","0","2","0","0","0","0","484","0","40","36","4","0","17","3","39","97","7118"
"2013-11-07 00:00:00","0","2","0","6","0","5","0","0","0","0","440","0","34","29","1","0","12","3","45","76","7301"
"2013-11-08 00:00:00","0","2","0","9","0","3","0","0","0","0","417","0","31","37","3","0","12","2","29","54","6508"
"2013-11-09 00:00:00","0","0","0","5","0","1","0","0","0","0","377","0","18","31","3","0","5","0","27","43","3651"
"2013-11-10 00:00:00","0","1","0","12","0","1","0","0","0","0","422","0","25","44","2","0","15","4","31","52","3741"
"2013-11-11 00:00:00","0","2","0","18","0","3","0","0","0","0","488","0","32","26","5","0","16","4","46","86","6506"
"2013-11-12 00:00:00","0","3","0","13","0","2","0","0","0","0","499","0","27","27","2","0","13","2","29","74","7260"
"2013-11-13 00:00:00","0","4","0","6","0","2","0","0","0","0","474","0","34","41","2","0","17","2","51","78","7291"
"2013-11-14 00:00:00","0","1","0","13","0","8","0","0","0","0","503","0","28","37","6","0","14","2","35","74","7229"
"2013-11-15 00:00:00","0","4","0","6","0","3","0","0","0","0","439","0","35","26","5","0","10","2","30","75","6580"
"2013-11-16 00:00:00","0","0","0","10","0","3","0","0","0","0","342","0","24","30","0","0","6","5","26","43","3816"
"2013-11-17 00:00:00","0","3","0","5","0","4","0","0","0","0","475","0","23","23","2","0","9","3","22","54","3798"
"2013-11-18 00:00:00","0","2","0","7","0","2","0","0","0","0","495","0","37","29","2","0","10","0","35","72","6808"
"2013-11-19 00:00:00","0","1","0","12","0","5","0","0","0","0","473","0","30","37","3","0","18","4","44","80","7255"
"2013-11-20 00:00:00","0","6","0","12","0","5","0","0","0","0","499","0","34","33","1","0","16","2","50","73","7537"
"2013-11-21 00:00:00","0","4","0","10","0","5","0","0","0","0","441","0","28","59","6","0","14","1","39","74","7391"
"2013-11-22 00:00:00","0","0","0","7","0","4","0","0","0","0","368","0","34","45","2","0","10","3","38","66","6770"
"2013-11-23 00:00:00","0","2","0","7","0","5","0","0","0","0","328","0","27","23","1","0","5","3","16","65","3848"
"2013-11-24 00:00:00","0","3","0","9","0","2","0","0","0","0","410","0","28","28","1","0","11","2","33","52","3833"
"2013-11-25 00:00:00","0","3","0","15","0","5","0","0","0","0","461","0","44","38","4","0","9","3","49","66","6737"
"2013-11-26 00:00:00","0","2","0","15","0","10","0","0","0","0","455","0","31","32","4","0","13","3","34","74","7316"
"2013-11-27 00:00:00","0","4","0","10","0","3","0","0","0","0","443","0","38","26","3","0","10","4","41","69","7139"
"2013-11-28 00:00:00","0","2","0","9","0","2","0","0","0","0","382","0","38","45","5","0","10","4","38","69","6291"
"2013-11-29 00:00:00","0","2","0","4","0","4","0","0","0","0","372","0","28","41","7","0","10","6","33","62","5428"
"2013-11-30 00:00:00","0","1","0","5","0","3","0","0","0","0","392","0","22","34","1","0","6","3","28","49","3653"
"2013-12-01 00:00:00","0","2","0","7","0","2","0","0","0","0","462","0","31","41","2","0","14","1","22","59","3593"
"2013-12-02 00:00:00","0","0","0","12","0","2","0","0","0","0","481","0","37","54","2","0","10","5","50","63","6551"
"2013-12-03 00:00:00","0","2","0","16","0","2","0","0","0","0","523","0","38","42","1","0","7","4","44","62","7191"
"2013-12-04 00:00:00","0","3","0","7","0","4","0","0","0","0","550","0","36","34","4","0","17","3","37","59","7415"
"2013-12-05 00:00:00","0","3","0","13","0","3","0","0","0","0","507","0","34","40","2","0","16","3","39","73","7319"
"2013-12-06 00:00:00","0","4","0","11","0","3","0","0","0","0","478","0","25","45","3","0","10","3","37","76","6606"
